Meﬂstellenbeschreibung:GWM3224
Logger Seriennummer   :080041820169
Logging Methode: Augenblickswerte
Messintervall: 01 min Speicherintervall: 00:01:00 Messungen: 1
Datum	Zeit	  1.Temp.PT1000   [∞C]	  2.Druck       [mBar]	
04.06.25	20:39:00	   12,3938	   1330,59	
04.06.25	20:40:00	   12,3993	   1330,59	
04.06.25	20:41:00	   12,3993	   1330,59	
04.06.25	20:42:00	   12,3993	    1330,7	
04.06.25	20:43:00	   12,3993	    1330,7	
04.06.25	20:44:00	   12,4029	    1330,7	
04.06.25	20:45:00	   12,4029	   1330,59	
04.06.25	20:46:00	   12,4029	    1330,7	
04.06.25	20:47:00	   12,4048	    1330,7	
04.06.25	20:48:00	   12,4084	   1330,59	
04.06.25	20:49:00	   12,4084	   1330,59	
04.06.25	20:50:00	   12,4084	   1330,59	
04.06.25	20:51:00	   12,4103	   1330,59	
04.06.25	20:52:00	   12,4103	    1330,7	
04.06.25	20:53:00	   12,4139	    1330,7	
04.06.25	20:54:00	   12,4176	    1330,7	
04.06.25	20:55:00	   12,4176	    1330,7	
04.06.25	20:56:00	   12,4194	    1330,7	
04.06.25	20:57:00	   12,4194	   1330,78	
04.06.25	20:58:00	   12,4194	   1330,78	
04.06.25	20:59:00	   12,4231	    1330,7	
04.06.25	21:00:00	   12,4286	   1330,78	
04.06.25	21:01:00	   12,4286	   1330,78	
04.06.25	21:02:00	   12,4286	   1330,78	
04.06.25	21:03:00	   12,4304	   1330,78	
04.06.25	21:04:00	   12,4304	   1330,78	
04.06.25	21:05:00	   12,4304	   1330,89	
04.06.25	21:06:00	   12,4304	   1330,78	
04.06.25	21:07:00	   12,4341	   1330,89	
04.06.25	21:08:00	   12,4359	   1330,78	
04.06.25	21:09:00	   12,4359	   1330,78	
04.06.25	21:10:00	   12,4396	   1330,89	
04.06.25	21:11:00	   12,4414	   1330,89	
04.06.25	21:12:00	   12,4451	   1330,89	
04.06.25	21:13:00	   12,4451	   1330,89	
04.06.25	21:14:00	   12,4396	   1331,01	
04.06.25	21:15:00	   12,4359	   1331,01	
04.06.25	21:16:00	   12,4359	   1331,08	
04.06.25	21:17:00	   12,4414	   1331,01	
04.06.25	21:18:00	   12,4469	   1330,89	
04.06.25	21:19:00	   12,4542	   1331,01	
04.06.25	21:20:00	   12,4506	   1330,89	
04.06.25	21:21:00	   12,4469	   1331,01	
04.06.25	21:22:00	   12,4542	   1331,01	
04.06.25	21:23:00	    12,456	   1331,01	
04.06.25	21:24:00	    12,456	   1331,01	
04.06.25	21:25:00	    12,456	   1331,01	
04.06.25	21:26:00	    12,456	   1331,08	
04.06.25	21:27:00	   12,4597	   1331,01	
04.06.25	21:28:00	   12,4597	   1331,08	
04.06.25	21:29:00	   12,4451	   1331,08	
04.06.25	21:30:00	   12,4414	    1331,2	
04.06.25	21:31:00	   12,4469	    1331,2	
04.06.25	21:32:00	   12,4506	    1331,2	
04.06.25	21:33:00	   12,4597	    1331,2	
04.06.25	21:34:00	   12,4615	    1331,2	
04.06.25	21:35:00	   12,4615	    1331,2	
04.06.25	21:36:00	   12,4597	    1331,2	
04.06.25	21:37:00	   12,4597	    1331,2	
04.06.25	21:38:00	   12,4597	   1331,27	
04.06.25	21:39:00	   12,4542	   1331,27	
04.06.25	21:40:00	    12,456	   1331,39	
04.06.25	21:41:00	    12,456	   1331,39	
04.06.25	21:42:00	    12,456	   1331,39	
04.06.25	21:43:00	   12,4506	   1331,39	
04.06.25	21:44:00	   12,4451	   1331,39	
04.06.25	21:45:00	   12,4542	    1331,5	
04.06.25	21:46:00	    12,456	   1331,39	
04.06.25	21:47:00	   12,4597	    1331,5	
04.06.25	21:48:00	    12,456	    1331,5	
04.06.25	21:49:00	    12,456	   1331,58	
04.06.25	21:50:00	   12,4506	   1331,69	
04.06.25	21:51:00	   12,4451	   1331,69	
04.06.25	21:52:00	   12,4451	   1331,88	
04.06.25	21:53:00	   12,4506	      1332	
04.06.25	21:54:00	   12,4542	   1332,07	
04.06.25	21:55:00	   12,4615	   1332,07	
04.06.25	21:56:00	   12,4652	   1332,07	
04.06.25	21:57:00	   12,4597	   1332,07	
04.06.25	21:58:00	   12,4542	   1332,19	
04.06.25	21:59:00	   12,4469	   1332,07	
04.06.25	22:00:00	   12,4396	   1332,19	
04.06.25	22:01:00	   12,4359	   1332,27	
04.06.25	22:02:00	   12,4396	   1332,27	
04.06.25	22:03:00	   12,4414	   1332,38	
04.06.25	22:04:00	   12,4469	   1332,38	
04.06.25	22:05:00	   12,4506	   1332,38	
04.06.25	22:06:00	   12,4597	   1332,27	
04.06.25	22:07:00	   12,4652	   1332,38	
04.06.25	22:08:00	   12,4707	   1332,38	
04.06.25	22:09:00	   12,4707	   1332,46	
04.06.25	22:10:00	    12,467	   1332,46	
04.06.25	22:11:00	   12,4615	   1332,46	
04.06.25	22:12:00	   12,4597	   1332,46	
04.06.25	22:13:00	    12,456	   1332,46	
04.06.25	22:14:00	   12,4615	   1332,57	
04.06.25	22:15:00	   12,4615	   1332,57	
04.06.25	22:16:00	   12,4597	   1332,57	
04.06.25	22:17:00	    12,456	   1332,57	
04.06.25	22:18:00	    12,456	   1332,57	
04.06.25	22:19:00	   12,4506	   1332,68	
04.06.25	22:20:00	   12,4359	   1332,76	
04.06.25	22:21:00	   12,4414	   1332,68	
04.06.25	22:22:00	   12,4451	   1332,76	
04.06.25	22:23:00	   12,4542	   1332,68	
04.06.25	22:24:00	   12,4652	   1332,68	
04.06.25	22:25:00	   12,4725	   1332,76	
04.06.25	22:26:00	   12,4725	   1332,76	
04.06.25	22:27:00	   12,4817	   1332,76	
04.06.25	22:28:00	   12,4927	   1332,76	
04.06.25	22:29:00	   12,4963	   1332,76	
04.06.25	22:30:00	   12,4872	   1332,76	
04.06.25	22:31:00	   12,4817	   1332,76	
04.06.25	22:32:00	    12,478	   1332,88	
04.06.25	22:33:00	    12,478	   1332,88	
04.06.25	22:34:00	   12,4707	   1332,88	
04.06.25	22:35:00	    12,467	   1332,88	
04.06.25	22:36:00	   12,4707	   1332,88	
04.06.25	22:37:00	   12,4725	   1332,88	
04.06.25	22:38:00	   12,4725	   1332,88	
04.06.25	22:39:00	    12,478	   1332,88	
04.06.25	22:40:00	    12,478	   1332,88	
04.06.25	22:41:00	   12,4762	   1332,88	
04.06.25	22:42:00	   12,4707	   1332,95	
04.06.25	22:43:00	    12,467	   1333,07	
04.06.25	22:44:00	    12,467	   1332,95	
04.06.25	22:45:00	   12,4725	   1332,95	
04.06.25	22:46:00	   12,4762	   1332,95	
04.06.25	22:47:00	   12,4817	   1332,88	
04.06.25	22:48:00	   12,4817	   1332,88	
04.06.25	22:49:00	   12,4707	   1332,95	
04.06.25	22:50:00	   12,4707	   1332,95	
04.06.25	22:51:00	    12,478	   1332,95	
04.06.25	22:52:00	   12,4817	   1332,95	
04.06.25	22:53:00	   12,4817	   1333,07	
04.06.25	22:54:00	   12,4853	   1332,95	
04.06.25	22:55:00	   12,4853	   1332,95	
04.06.25	22:56:00	    12,478	   1332,95	
04.06.25	22:57:00	   12,4817	   1333,07	
04.06.25	22:58:00	   12,4817	   1333,07	
04.06.25	22:59:00	   12,4817	   1333,07	
04.06.25	23:00:00	   12,4762	   1333,07	
04.06.25	23:01:00	   12,4725	   1333,07	
04.06.25	23:02:00	   12,4652	   1333,07	
04.06.25	23:03:00	   12,4652	   1333,18	
04.06.25	23:04:00	   12,4762	   1333,07	
04.06.25	23:05:00	   12,4707	   1333,07	
04.06.25	23:06:00	   12,4615	   1333,18	
04.06.25	23:07:00	    12,456	   1333,07	
04.06.25	23:08:00	   12,4597	   1333,18	
04.06.25	23:09:00	    12,456	   1333,18	
04.06.25	23:10:00	   12,4615	   1333,26	
04.06.25	23:11:00	    12,467	   1333,18	
04.06.25	23:12:00	   12,4725	   1333,07	
04.06.25	23:13:00	   12,4725	   1333,07	
04.06.25	23:14:00	   12,4707	   1333,18	
04.06.25	23:15:00	   12,4707	   1333,18	
04.06.25	23:16:00	    12,467	   1333,18	
04.06.25	23:17:00	   12,4652	   1333,18	
04.06.25	23:18:00	   12,4652	   1333,18	
04.06.25	23:19:00	   12,4615	   1333,18	
04.06.25	23:20:00	   12,4615	   1333,26	
04.06.25	23:21:00	   12,4542	   1333,26	
04.06.25	23:22:00	   12,4451	   1333,37	
04.06.25	23:23:00	   12,4506	   1333,26	
04.06.25	23:24:00	   12,4652	   1333,26	
04.06.25	23:25:00	   12,4725	   1333,26	
04.06.25	23:26:00	   12,4762	   1333,26	
04.06.25	23:27:00	   12,4707	   1333,26	
04.06.25	23:28:00	   12,4652	   1333,37	
04.06.25	23:29:00	   12,4597	   1333,37	
04.06.25	23:30:00	   12,4597	   1333,45	
04.06.25	23:31:00	   12,4652	   1333,37	
04.06.25	23:32:00	   12,4707	   1333,37	
04.06.25	23:33:00	    12,467	   1333,37	
04.06.25	23:34:00	   12,4707	   1333,26	
04.06.25	23:35:00	   12,4725	   1333,26	
04.06.25	23:36:00	   12,4725	   1333,37	
04.06.25	23:37:00	   12,4762	   1333,26	
04.06.25	23:38:00	   12,4853	   1333,37	
04.06.25	23:39:00	   12,4872	   1333,37	
04.06.25	23:40:00	   12,4853	   1333,37	
04.06.25	23:41:00	    12,478	   1333,37	
04.06.25	23:42:00	   12,4762	   1333,45	
04.06.25	23:43:00	   12,4817	   1333,37	
04.06.25	23:44:00	   12,4817	   1333,37	
04.06.25	23:45:00	   12,4817	   1333,45	
04.06.25	23:46:00	   12,4725	   1333,45	
04.06.25	23:47:00	    12,467	   1333,45	
04.06.25	23:48:00	   12,4762	   1333,45	
04.06.25	23:49:00	    12,478	   1333,45	
04.06.25	23:50:00	   12,4707	   1333,45	
04.06.25	23:51:00	   12,4725	   1333,45	
04.06.25	23:52:00	    12,478	   1333,37	
04.06.25	23:53:00	   12,4817	   1333,45	
04.06.25	23:54:00	   12,4853	   1333,45	
04.06.25	23:55:00	   12,4853	   1333,45	
04.06.25	23:56:00	   12,4963	   1333,45	
04.06.25	23:57:00	   12,4927	   1333,45	
04.06.25	23:58:00	   12,4872	   1333,45	
04.06.25	23:59:00	   12,4853	   1333,56	
05.06.25	00:00:00	   12,4853	   1333,45	
05.06.25	00:01:00	    12,478	   1333,56	
05.06.25	00:02:00	    12,478	   1333,45	
05.06.25	00:03:00	   12,4853	   1333,45	
05.06.25	00:04:00	   12,4908	   1333,45	
05.06.25	00:05:00	   12,4817	   1333,56	
05.06.25	00:06:00	   12,4817	   1333,68	
05.06.25	00:07:00	   12,4927	   1333,68	
05.06.25	00:08:00	   12,4982	   1333,56	
05.06.25	00:09:00	   12,4817	   1333,68	
05.06.25	00:10:00	   12,4762	   1333,68	
05.06.25	00:11:00	   12,4707	   1333,75	
05.06.25	00:12:00	   12,4707	   1333,75	
05.06.25	00:13:00	   12,4762	   1333,75	
05.06.25	00:14:00	   12,4853	   1333,68	
05.06.25	00:15:00	   12,4908	   1333,68	
05.06.25	00:16:00	   12,4927	   1333,68	
05.06.25	00:17:00	   12,4908	   1333,68	
05.06.25	00:18:00	   12,4872	   1333,68	
05.06.25	00:19:00	   12,4908	   1333,75	
05.06.25	00:20:00	   12,4872	   1333,75	
05.06.25	00:21:00	   12,4908	   1333,75	
05.06.25	00:22:00	   12,4963	   1333,75	
05.06.25	00:23:00	   12,5018	   1333,75	
05.06.25	00:24:00	   12,5018	   1333,75	
05.06.25	00:25:00	   12,5037	   1333,68	
05.06.25	00:26:00	   12,5037	   1333,75	
05.06.25	00:27:00	   12,4982	   1333,68	
05.06.25	00:28:00	   12,5018	   1333,75	
05.06.25	00:29:00	   12,5037	   1333,75	
05.06.25	00:30:00	   12,4982	   1333,68	
05.06.25	00:31:00	   12,4982	   1333,75	
05.06.25	00:32:00	   12,4963	   1333,75	
05.06.25	00:33:00	   12,4927	   1333,75	
05.06.25	00:34:00	   12,4963	   1333,75	
05.06.25	00:35:00	   12,4908	   1333,75	
05.06.25	00:36:00	   12,4872	   1333,75	
05.06.25	00:37:00	   12,4707	   1333,75	
05.06.25	00:38:00	   12,4652	   1333,87	
05.06.25	00:39:00	   12,4652	   1333,87	
05.06.25	00:40:00	    12,467	   1333,87	
05.06.25	00:41:00	   12,4762	   1333,75	
05.06.25	00:42:00	   12,4817	   1333,75	
05.06.25	00:43:00	   12,4817	   1333,75	
05.06.25	00:44:00	   12,4908	   1333,75	
05.06.25	00:45:00	   12,4927	   1333,75	
05.06.25	00:46:00	   12,5018	   1333,75	
05.06.25	00:47:00	   12,5037	   1333,68	
05.06.25	00:48:00	   12,4872	   1333,75	
05.06.25	00:49:00	   12,4817	   1333,75	
05.06.25	00:50:00	   12,4817	   1333,87	
05.06.25	00:51:00	    12,478	   1333,75	
05.06.25	00:52:00	   12,4853	   1333,75	
05.06.25	00:53:00	   12,4927	   1333,75	
05.06.25	00:54:00	   12,4982	   1333,75	
05.06.25	00:55:00	   12,4982	   1333,75	
05.06.25	00:56:00	   12,4982	   1333,75	
05.06.25	00:57:00	   12,4963	   1333,75	
05.06.25	00:58:00	   12,4982	   1333,68	
05.06.25	00:59:00	   12,5018	   1333,68	
05.06.25	01:00:00	   12,5037	   1333,68	
05.06.25	01:01:00	   12,4872	   1333,75	
05.06.25	01:02:00	    12,478	   1333,75	
05.06.25	01:03:00	   12,4817	   1333,87	
05.06.25	01:04:00	   12,4872	   1333,75	
05.06.25	01:05:00	   12,4982	   1333,75	
05.06.25	01:06:00	   12,4982	   1333,75	
05.06.25	01:07:00	   12,4927	   1333,87	
05.06.25	01:08:00	   12,4872	   1333,75	
05.06.25	01:09:00	   12,4853	   1333,87	
05.06.25	01:10:00	   12,4908	   1333,87	
05.06.25	01:11:00	   12,4982	   1333,87	
05.06.25	01:12:00	   12,5018	   1333,87	
05.06.25	01:13:00	   12,5018	   1333,94	
05.06.25	01:14:00	   12,5037	   1333,87	
05.06.25	01:15:00	   12,5073	   1333,87	
05.06.25	01:16:00	   12,5018	   1333,87	
05.06.25	01:17:00	   12,5018	   1333,87	
05.06.25	01:18:00	   12,5018	   1333,94	
05.06.25	01:19:00	   12,4963	   1333,94	
05.06.25	01:20:00	   12,4963	   1333,94	
05.06.25	01:21:00	   12,5037	   1333,87	
05.06.25	01:22:00	   12,5073	   1333,75	
05.06.25	01:23:00	   12,4982	   1333,87	
05.06.25	01:24:00	   12,4982	   1333,87	
05.06.25	01:25:00	   12,4982	   1333,87	
05.06.25	01:26:00	   12,4963	   1333,87	
05.06.25	01:27:00	   12,4927	   1333,94	
05.06.25	01:28:00	   12,4908	   1333,94	
05.06.25	01:29:00	    12,478	   1333,94	
05.06.25	01:30:00	   12,4707	   1334,06	
05.06.25	01:31:00	   12,4725	   1334,06	
05.06.25	01:32:00	   12,4725	   1334,06	
05.06.25	01:33:00	    12,467	   1334,06	
05.06.25	01:34:00	   12,4652	   1334,06	
05.06.25	01:35:00	   12,4707	   1334,06	
05.06.25	01:36:00	   12,4853	   1334,06	
05.06.25	01:37:00	   12,4872	   1334,06	
05.06.25	01:38:00	   12,4872	   1334,06	
05.06.25	01:39:00	   12,4963	   1334,06	
05.06.25	01:40:00	   12,4872	   1333,94	
05.06.25	01:41:00	   12,4762	   1334,06	
05.06.25	01:42:00	   12,4707	   1334,06	
05.06.25	01:43:00	    12,467	   1334,06	
05.06.25	01:44:00	   12,4652	   1334,06	
05.06.25	01:45:00	   12,4652	   1334,06	
05.06.25	01:46:00	   12,4707	   1334,06	
05.06.25	01:47:00	   12,4762	   1334,06	
05.06.25	01:48:00	   12,4853	   1334,06	
05.06.25	01:49:00	   12,4963	   1334,17	
05.06.25	01:50:00	   12,4982	   1334,06	
05.06.25	01:51:00	   12,4927	   1334,06	
05.06.25	01:52:00	   12,4872	   1334,17	
05.06.25	01:53:00	   12,4872	   1334,06	
05.06.25	01:54:00	   12,4853	   1334,17	
05.06.25	01:55:00	   12,4853	   1334,06	
05.06.25	01:56:00	    12,478	   1334,17	
05.06.25	01:57:00	    12,478	   1334,06	
05.06.25	01:58:00	   12,4817	   1334,17	
05.06.25	01:59:00	   12,4872	   1334,17	
05.06.25	02:00:00	   12,4927	   1334,06	
05.06.25	02:01:00	   12,4963	   1334,06	
05.06.25	02:02:00	   12,4927	   1334,06	
05.06.25	02:03:00	   12,4908	   1334,06	
05.06.25	02:04:00	   12,4927	   1334,06	
05.06.25	02:05:00	   12,4908	   1334,06	
05.06.25	02:06:00	   12,4908	   1334,06	
05.06.25	02:07:00	   12,4872	   1334,17	
05.06.25	02:08:00	   12,4963	   1334,06	
05.06.25	02:09:00	   12,5037	   1333,94	
05.06.25	02:10:00	   12,5037	   1333,94	
05.06.25	02:11:00	   12,4908	   1334,06	
05.06.25	02:12:00	   12,4725	   1334,17	
05.06.25	02:13:00	    12,467	   1334,17	
05.06.25	02:14:00	    12,467	   1334,17	
05.06.25	02:15:00	   12,4652	   1334,25	
05.06.25	02:16:00	   12,4652	   1334,17	
05.06.25	02:17:00	    12,467	   1334,25	
05.06.25	02:18:00	   12,4725	   1334,17	
05.06.25	02:19:00	    12,478	   1334,17	
05.06.25	02:20:00	   12,4817	   1334,17	
05.06.25	02:21:00	   12,4853	   1334,17	
05.06.25	02:22:00	   12,4908	   1334,17	
05.06.25	02:23:00	   12,5018	   1334,17	
05.06.25	02:24:00	   12,5018	   1334,17	
05.06.25	02:25:00	   12,4963	   1334,17	
05.06.25	02:26:00	   12,4872	   1334,17	
05.06.25	02:27:00	   12,4872	   1334,17	
05.06.25	02:28:00	   12,4908	   1334,17	
05.06.25	02:29:00	   12,4908	   1334,17	
05.06.25	02:30:00	   12,4908	   1334,17	
05.06.25	02:31:00	   12,4853	   1334,25	
05.06.25	02:32:00	   12,4817	   1334,25	
05.06.25	02:33:00	   12,4853	   1334,25	
05.06.25	02:34:00	   12,4872	   1334,17	
05.06.25	02:35:00	   12,4762	   1334,25	
05.06.25	02:36:00	   12,4762	   1334,25	
05.06.25	02:37:00	   12,4817	   1334,25	
05.06.25	02:38:00	   12,4908	   1334,25	
05.06.25	02:39:00	   12,4982	   1334,25	
05.06.25	02:40:00	   12,4982	   1334,25	
05.06.25	02:41:00	   12,4853	   1334,25	
05.06.25	02:42:00	   12,4762	   1334,36	
05.06.25	02:43:00	   12,4817	   1334,36	
05.06.25	02:44:00	   12,4927	   1334,25	
05.06.25	02:45:00	   12,4982	   1334,25	
05.06.25	02:46:00	   12,5018	   1334,36	
05.06.25	02:47:00	   12,4963	   1334,25	
05.06.25	02:48:00	   12,4982	   1334,36	
05.06.25	02:49:00	   12,5018	   1334,44	
05.06.25	02:50:00	    12,478	   1334,44	
05.06.25	02:51:00	   12,4725	   1334,55	
05.06.25	02:52:00	   12,4725	   1334,44	
05.06.25	02:53:00	   12,4872	   1334,44	
05.06.25	02:54:00	   12,4963	   1334,44	
05.06.25	02:55:00	   12,4982	   1334,44	
05.06.25	02:56:00	   12,4982	   1334,44	
05.06.25	02:57:00	   12,4908	   1334,36	
05.06.25	02:58:00	   12,4853	   1334,44	
05.06.25	02:59:00	   12,4817	   1334,44	
05.06.25	03:00:00	    12,478	   1334,36	
05.06.25	03:01:00	   12,4762	   1334,44	
05.06.25	03:02:00	   12,4853	   1334,36	
05.06.25	03:03:00	   12,4927	   1334,36	
05.06.25	03:04:00	   12,4817	   1334,36	
05.06.25	03:05:00	    12,478	   1334,44	
05.06.25	03:06:00	   12,4872	   1334,44	
05.06.25	03:07:00	   12,4853	   1334,44	
05.06.25	03:08:00	    12,478	   1334,55	
05.06.25	03:09:00	   12,4725	   1334,55	
05.06.25	03:10:00	   12,4652	   1334,55	
05.06.25	03:11:00	   12,4615	   1334,55	
05.06.25	03:12:00	   12,4597	   1334,55	
05.06.25	03:13:00	   12,4652	   1334,44	
05.06.25	03:14:00	   12,4725	   1334,44	
05.06.25	03:15:00	    12,478	   1334,44	
05.06.25	03:16:00	   12,4817	   1334,44	
05.06.25	03:17:00	   12,4853	   1334,44	
05.06.25	03:18:00	   12,4853	   1334,36	
05.06.25	03:19:00	   12,4853	   1334,44	
05.06.25	03:20:00	   12,4908	   1334,36	
05.06.25	03:21:00	   12,4963	   1334,44	
05.06.25	03:22:00	   12,4927	   1334,44	
05.06.25	03:23:00	   12,4872	   1334,44	
05.06.25	03:24:00	   12,4853	   1334,55	
05.06.25	03:25:00	   12,4762	   1334,44	
05.06.25	03:26:00	   12,4725	   1334,44	
05.06.25	03:27:00	   12,4762	   1334,55	
05.06.25	03:28:00	   12,4872	   1334,44	
05.06.25	03:29:00	   12,4927	   1334,44	
05.06.25	03:30:00	   12,4927	   1334,44	
05.06.25	03:31:00	   12,4908	   1334,55	
05.06.25	03:32:00	   12,4817	   1334,44	
05.06.25	03:33:00	    12,478	   1334,55	
05.06.25	03:34:00	   12,4762	   1334,55	
05.06.25	03:35:00	   12,4725	   1334,67	
05.06.25	03:36:00	   12,4725	   1334,67	
05.06.25	03:37:00	   12,4853	   1334,55	
05.06.25	03:38:00	   12,4872	   1334,55	
05.06.25	03:39:00	   12,4963	   1334,55	
05.06.25	03:40:00	   12,5037	   1334,55	
05.06.25	03:41:00	   12,5018	   1334,55	
05.06.25	03:42:00	   12,4908	   1334,55	
05.06.25	03:43:00	   12,4872	   1334,55	
05.06.25	03:44:00	   12,4927	   1334,55	
05.06.25	03:45:00	   12,4908	   1334,55	
05.06.25	03:46:00	   12,4872	   1334,55	
05.06.25	03:47:00	   12,4872	   1334,55	
05.06.25	03:48:00	   12,4908	   1334,67	
05.06.25	03:49:00	   12,4927	   1334,67	
05.06.25	03:50:00	   12,4982	   1334,55	
05.06.25	03:51:00	   12,5037	   1334,55	
05.06.25	03:52:00	   12,5018	   1334,44	
05.06.25	03:53:00	   12,4872	   1334,55	
05.06.25	03:54:00	   12,4908	   1334,67	
05.06.25	03:55:00	   12,4963	   1334,67	
05.06.25	03:56:00	   12,4982	   1334,67	
05.06.25	03:57:00	   12,4927	   1334,67	
05.06.25	03:58:00	   12,4853	   1334,67	
05.06.25	03:59:00	   12,4817	   1334,67	
05.06.25	04:00:00	   12,4908	   1334,67	
05.06.25	04:01:00	   12,4963	   1334,67	
05.06.25	04:02:00	   12,4927	   1334,67	
05.06.25	04:03:00	   12,4927	   1334,67	
05.06.25	04:04:00	   12,4927	   1334,67	
05.06.25	04:05:00	   12,4908	   1334,67	
05.06.25	04:06:00	   12,4872	   1334,75	
05.06.25	04:07:00	   12,4908	   1334,75	
05.06.25	04:08:00	   12,4963	   1334,67	
05.06.25	04:09:00	   12,4982	   1334,75	
05.06.25	04:10:00	   12,4872	   1334,75	
05.06.25	04:11:00	   12,4817	   1334,86	
05.06.25	04:12:00	   12,4853	   1334,94	
05.06.25	04:13:00	   12,4872	   1334,94	
05.06.25	04:14:00	   12,4927	   1334,94	
05.06.25	04:15:00	   12,4963	   1334,94	
05.06.25	04:16:00	   12,5018	   1334,86	
05.06.25	04:17:00	   12,4963	   1334,94	
05.06.25	04:18:00	   12,4927	   1334,86	
05.06.25	04:19:00	   12,4817	   1334,94	
05.06.25	04:20:00	    12,478	   1334,94	
05.06.25	04:21:00	   12,4615	   1334,94	
05.06.25	04:22:00	   12,4597	   1335,05	
05.06.25	04:23:00	   12,4597	   1335,05	
05.06.25	04:24:00	   12,4707	   1334,94	
05.06.25	04:25:00	    12,478	   1334,94	
05.06.25	04:26:00	   12,4762	   1335,05	
05.06.25	04:27:00	   12,4817	   1335,05	
05.06.25	04:28:00	   12,4908	   1335,05	
05.06.25	04:29:00	   12,4872	   1335,05	
05.06.25	04:30:00	   12,4872	   1334,94	
05.06.25	04:31:00	   12,4908	   1334,94	
05.06.25	04:32:00	   12,4872	   1334,94	
05.06.25	04:33:00	   12,4853	   1335,05	
05.06.25	04:34:00	    12,478	   1334,94	
05.06.25	04:35:00	   12,4853	   1335,05	
05.06.25	04:36:00	   12,4853	   1334,94	
05.06.25	04:37:00	   12,4853	   1334,94	
05.06.25	04:38:00	   12,4853	   1334,86	
05.06.25	04:39:00	   12,4853	   1334,86	
05.06.25	04:40:00	   12,4853	   1334,86	
05.06.25	04:41:00	   12,4908	   1334,86	
05.06.25	04:42:00	   12,4963	   1334,86	
05.06.25	04:43:00	   12,4982	   1334,86	
05.06.25	04:44:00	   12,4963	   1334,86	
05.06.25	04:45:00	   12,4982	   1334,86	
05.06.25	04:46:00	   12,4927	   1334,75	
05.06.25	04:47:00	   12,4927	   1334,86	
05.06.25	04:48:00	   12,4927	   1334,86	
05.06.25	04:49:00	   12,4908	   1334,86	
05.06.25	04:50:00	   12,4963	   1334,86	
05.06.25	04:51:00	   12,4982	   1334,94	
05.06.25	04:52:00	   12,4872	   1334,94	
05.06.25	04:53:00	   12,4725	   1335,05	
05.06.25	04:54:00	   12,4725	   1334,94	
05.06.25	04:55:00	   12,4725	   1335,05	
05.06.25	04:56:00	   12,4762	   1335,05	
05.06.25	04:57:00	   12,4853	   1335,05	
05.06.25	04:58:00	   12,4853	   1335,05	
05.06.25	04:59:00	   12,4927	   1334,94	
05.06.25	05:00:00	   12,4908	   1334,94	
05.06.25	05:01:00	   12,4927	   1334,94	
05.06.25	05:02:00	   12,4908	   1334,94	
05.06.25	05:03:00	   12,4908	   1334,94	
05.06.25	05:04:00	   12,4853	   1335,05	
05.06.25	05:05:00	   12,4762	   1335,16	
05.06.25	05:06:00	    12,467	   1335,16	
05.06.25	05:07:00	   12,4597	   1335,24	
05.06.25	05:08:00	   12,4615	   1335,16	
05.06.25	05:09:00	   12,4615	   1335,24	
05.06.25	05:10:00	    12,467	   1335,16	
05.06.25	05:11:00	   12,4762	   1335,16	
05.06.25	05:12:00	   12,4872	   1335,24	
05.06.25	05:13:00	   12,4908	   1335,24	
05.06.25	05:14:00	   12,4963	   1335,24	
05.06.25	05:15:00	   12,4982	   1335,16	
05.06.25	05:16:00	   12,4982	   1335,24	
05.06.25	05:17:00	   12,5018	   1335,24	
05.06.25	05:18:00	   12,4927	   1335,16	
05.06.25	05:19:00	   12,4927	   1335,24	
05.06.25	05:20:00	   12,4927	   1335,24	
05.06.25	05:21:00	   12,4853	   1335,24	
05.06.25	05:22:00	   12,4725	   1335,24	
05.06.25	05:23:00	   12,4707	   1335,24	
05.06.25	05:24:00	   12,4707	   1335,16	
05.06.25	05:25:00	   12,4707	   1335,16	
05.06.25	05:26:00	   12,4707	   1335,24	
05.06.25	05:27:00	   12,4725	   1335,24	
05.06.25	05:28:00	    12,478	   1335,16	
05.06.25	05:29:00	   12,4817	   1335,16	
05.06.25	05:30:00	   12,4817	   1335,16	
05.06.25	05:31:00	   12,4908	   1335,05	
05.06.25	05:32:00	   12,4982	   1335,16	
05.06.25	05:33:00	   12,4982	   1335,05	
05.06.25	05:34:00	   12,4927	   1335,24	
05.06.25	05:35:00	   12,4853	   1335,24	
05.06.25	05:36:00	    12,478	   1335,24	
05.06.25	05:37:00	    12,478	   1335,24	
05.06.25	05:38:00	   12,4762	   1335,24	
05.06.25	05:39:00	    12,467	   1335,24	
05.06.25	05:40:00	    12,467	   1335,36	
05.06.25	05:41:00	    12,467	   1335,36	
05.06.25	05:42:00	   12,4615	   1335,36	
05.06.25	05:43:00	   12,4597	   1335,36	
05.06.25	05:44:00	   12,4725	   1335,24	
05.06.25	05:45:00	   12,4817	   1335,24	
05.06.25	05:46:00	   12,4853	   1335,24	
05.06.25	05:47:00	   12,4762	   1335,24	
05.06.25	05:48:00	   12,4725	   1335,16	
05.06.25	05:49:00	   12,4707	   1335,24	
05.06.25	05:50:00	    12,467	   1335,24	
05.06.25	05:51:00	   12,4652	   1335,24	
05.06.25	05:52:00	   12,4597	   1335,24	
05.06.25	05:53:00	   12,4542	   1335,36	
05.06.25	05:54:00	   12,4506	   1335,36	
05.06.25	05:55:00	   12,4506	   1335,36	
